FID,SMILES,frequency,TPSA
1353,[12*]S(=O)(=O)c1cccc2c1CCNC2,8,46.17
1354,[10*]N1N=C(CC=O)CC1=O,8,49.74
1355,[10*]N1CCOc2cc(C#N)ccc2C1=O,8,53.33
1356,[10*]N1CC(=O)NCC1=O,8,49.41
1357,[10*]N1C(=O)Nc2ccc(C#CC)cc2S1(=O)=O,8,66.48
1358,[10*]N1C(=O)NCC(C#N)C1=O,8,73.20
1359,[10*]N1C(=O)N(CC#N)c2ccccc2S1(=O)=O,8,81.48
1360,[10*]N1C(=O)C(N)=C(c2ccccc2)S1(O)O,8,86.79
1361,[1*]C(=O)n1c(=O)c2ccccc2n1C,8,44.00
1362,[1*]C(=O)CS(=O)(=O)CC,8,51.21
1363,[1*]C(=O)C1=CC(=O)C(C)O1,8,43.37
1364,[1*]C(=O)C1=C(C)OC2=C(C1)C(=O)CC(C)(C)C2,8,43.37
1365,[1*]C(=O)C(C)S(=O)(=O)c1ccccc1,8,51.21
1366,[1*]C(=O)C(C)(N)CCC,8,43.09
1367,[9*]n1ncc2c1NC(=O)C[C@H]2c1ccc(Cl)cc1,7,46.92
1368,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccc(Cl)cc1,7,46.92
1369,[9*]n1ncc2c1NC(=O)CC2c1ccccc1C,7,46.92
1370,[9*]n1ncc2c1CC(C)(C)CC2N,7,43.84
1371,[9*]n1ncc2c(C)ncnc21,7,43.60
1372,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1ccc(Cl)cc1Cl,7,46.92
1373,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1c(F)cccc1F,7,46.92
1374,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(O)cc1,7,67.15
1375,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1c(F)cccc1F,7,46.92
1376,[9*]n1nc(C)c2c1NC(=O)CC2c1ccccc1Br,7,46.92
1377,[9*]n1nc(C)c2c1NC(=O)CC2c1cccc(C)c1,7,46.92
1378,[9*]n1nc(C)c2c1NC(=O)CC2c1ccc(Cl)cc1Cl,7,46.92
1379,[9*]n1nc(C)c2c1NC(=O)CC2c1c(F)cccc1Cl,7,46.92
1380,[9*]n1cnncc1=O,7,47.78
1381,[9*]n1cnc(=O)c(O)c1,7,55.12
1382,[9*]n1cc(N)cn1,7,43.84
1383,[9*]n1c(C)nc2c(C)ncnc21,7,43.60
1384,[9*]n1c(C)cc2c(c1=O)[C@H](c1cccc(Cl)c1)C(C#N)=C(N)O2,7,81.04
1385,[9*]n1c(Br)nc2c(=O)[nH]c(N)nc21,7,89.59
1386,[9*]n1c(=O)n(C)c(=O)c2cc(C)sc21,7,44.00
1387,[9*]n1c(=O)[nH]c2c(c1=O)CCC2S,7,54.86
1388,[9*]n1c(=O)[nH]c2c(N)nc(C)nc21,7,89.59
1389,[9*]n1c(=O)[nH]c2c(C)ccnc21,7,50.68
1390,[8*]CN1C(=O)[C@H]2CCCN2c2ccc(C#N)cc21,7,47.34
1391,[8*]CC1=C(O)OCC1=O,7,46.53
1392,[8*]CC(=O)N/N=C1\CC(=O)CC(C)(C)C1,7,58.53
1393,[8*]CC#Cc1ccc2c(c1)S(=O)(=O)NC(=O)N2C,7,66.48
1394,[8*]C(O)(C#Cc1cn(C)c(=O)c2[nH]c(C)cc12)C(F)(F)F,7,58.02
1395,[7*]=Cc1nnc[nH]c1=O,7,58.64
1396,[7*]=Cc1cc2ccncc2nc1N,7,51.80
1397,[7*]=Cc1cc2c(c(=O)n(C)c(=O)n2C)n1C,7,48.93
1398,[7*]=Cc1c(O)[nH]c(=O)c2ccccc12,7,53.09
1399,[7*]=C1NC(=O)C2CCCN2C1=O,7,49.41
1400,[7*]=C1CCc2[nH]c(=O)c(S(C)(=O)=O)cc2C1=O,7,84.07
1401,[7*]=C1C(=O)CC(C)(C)CC1=NCCC(=O)O,7,66.73
1402,[7*]=C(c1ccc(S(C)(=O)=O)cc1)c1cccc(=O)[nH]1,7,67.00
1403,[7*]=C(C#N)c1nc2ccc(C)cc2[nH]1,7,52.47
1404,[7*]=C(C#N)c1[nH]c2ccccc2[n+]1C,7,43.46
1405,[6*]C(=O)NN1C(=O)c2ccccc2NC12CCCCC2,7,61.44
1406,[6*]C(=O)NN(CCC#N)C1=NS(=O)(=O)c2ccccc21,7,102.63
1407,[5*]N[C@H]1CCc2c1[nH]c(=O)[nH]c2=O,7,77.75
1408,[5*]NC(N)=[NH+]c1nc2c(c(=O)[nH]1)CCC2,7,97.77
1409,[5*]N1CCc2cc(S(N)(=O)=O)ccc21,7,63.40
1410,[5*]N1CCN(CN2C(=O)C(=O)c3ccc(Br)cc32)CC1,7,43.86
1411,[5*]N1CCN(/N=C\c2ccc(O)cc2O)CC1,7,59.30
1412,[5*]N1CCC(S(=O)(=O)c2c(O)cccc2Cl)CC1,7,57.61
1413,[5*]N1C2C=C(OS(=O)(=O)C(F)(F)F)CC1CC2,7,46.61
1414,[5*]N1C(N)=N[C@H]2CCCC[C@H]21,7,41.62
1415,[5*]N1C(N)=N[C@@H]2CCCC[C@@H]21,7,41.62
1416,[4*]CC[n+]1c(N)[nH]c2ccccc21,7,45.69
1417,[4*]CC1=NNC(=O)/C1=C\N(C)C,7,44.70
1418,[4*]CC1=C(N)COC1=O,7,52.32
1419,[4*]CC(C)(O)C(=O)O,7,57.53
1420,[16*]c1csc2nc[nH]c(=O)c12,7,45.75
1421,[16*]c1cnc2nc(N)nc(N)c2c1C,7,90.71
1422,[16*]c1cnc2nc(N)[nH]c(=O)c2c1,7,84.66
1423,[16*]c1cnc2c(c1)C(=O)Nc1c(C)ccnc1N2,7,66.91
1424,[16*]c1cnc2[nH]cc(I)c(=O)c2c1,7,45.75
1425,[16*]c1cnc(=O)[nH]c1C,7,45.75
1426,[16*]c1cn(S(=O)(=O)c2ccccc2)nc1N,7,77.98
1427,[16*]c1ccccc1[C@@H]1CC(=O)Nc2c1c(C)nn2C,7,46.92
1428,[16*]c1ccccc1/C=N/n1cnnc1,7,43.07
1429,[16*]c1cccc2nc(C)c3nncn3c12,7,43.08
1430,[16*]c1cccc2[nH]c3ncnnc3c12,7,54.46
1431,[16*]c1ccc2c(c1)OCC(=O)NC2C=O,7,55.40
1432,[16*]c1ccc2c(c1)CC=C(N)[C@H]2C=O,7,43.09
1433,[16*]c1ccc(S(N)(=O)=O)c(F)c1,7,60.16
1434,[16*]c1ccc(C2=NNC(=O)CC2C)c(O)c1Cl,7,61.69
1435,[16*]c1ccc(C#N)cc1C#N,7,47.58
1436,[16*]c1cc2c(=O)[nH][nH]c(=O)c2cc1Cl,7,65.72
1437,[16*]c1cc([SH](=O)=O)ccc1C#N,7,57.93
1438,[16*]c1cc(F)cc2[nH]c(=O)c(=O)[nH]c12,7,65.72
1439,[16*]c1cc(F)c([N+](=O)[O-])cc1F,7,43.14
1440,[16*]c1cc(C)nc2[nH]ccc(=O)c12,7,45.75
1441,[16*]c1cc(C)c2c(c1C#N)C(=O)OC2,7,50.09
1442,[16*]c1c[nH]c2c(=O)[nH]cc(C)c12,7,48.65
1443,[16*]c1c(O)ccc2c(=O)ccoc12,7,50.44
1444,[16*]c1c(Br)c(=O)[nH][nH]c1=O,7,65.72
1445,[15*][C@@H]1CNC[C@@]12NC(=O)NC2=O,7,70.23
1446,[15*][C@@H]1C(=O)Nc2c(c(C)nn2C)[C@@H]1c1cccc(F)c1,7,46.92
1447,[15*]C1CNCC/C1=N/O,7,44.62
1448,[15*]C1CCN(S(=O)(=O)N2CCNC(C)C2)CC1,7,52.65
1449,[15*]C1CC(N=C(N)N)C12CCCC2,7,64.40
1450,[15*]C1CC(=O)C2=C(C1)Nc1nc(C)nn1C2c1cc(F)cc(F)c1,7,59.81
1451,[14*]c1sc2c(=O)[nH]cnc2c1Br,7,45.75
1452,[14*]c1nnc2n1N=C(c1ccccc1)[C@H](C)S2,7,43.07
1453,[14*]c1nnc2n1N=C(c1ccccc1)[C@@H](C)S2,7,43.07
1454,[14*]c1nnc2n1N=C(c1ccc(F)cc1F)CS2,7,43.07
1455,[14*]c1nnc2cnc3cc(Cl)c(Cl)cc3n12,7,43.08
1456,[14*]c1nnc2c(C)nc3ccc(F)cc3n12,7,43.08
1457,[14*]c1ncccc1S(C)(=O)=O,7,47.03
1458,[14*]c1ncc2nn[nH]c2n1,7,67.35
1459,[14*]c1nc2ncccn2n1,7,43.08
1460,[14*]c1nc2n(n1)[C@H](c1ccccc1)C[C@H](C)N2,7,42.74
1461,[14*]c1nc2n(n1)[C@H](c1ccccc1)C[C@@H](C)N2,7,42.74
1462,[14*]c1nc2n(n1)C(c1ccccc1)CC(C)N2,7,42.74
1463,[14*]c1nc(C)cn1S(=O)(=O)c1ccc(Cl)cc1,7,51.96
1464,[14*]c1nc(=O)c2nc[nH]c2[nH]1,7,74.43
1465,[14*]c1nc(=O)c(O)c[nH]1,7,65.98
1466,[14*]c1n[nH]cc1N,7,54.70
1467,[14*]c1cncn1S(=O)(=O)c1ccccc1,7,51.96
1468,[14*]c1cnc2c(=O)[nH]c(N)nc2n1,7,97.55
1469,[14*]c1ccnn1S(=O)(=O)c1ccc(Cl)cc1,7,51.96
1470,[14*]c1ccnc2c3c(C)ccnc3nn12,7,43.08
1471,[14*]c1ccc2c(O)cc(=O)[nH]c2n1,7,65.98
1472,[14*]c1ccc([N+](=O)[O-])s1,7,43.14
1473,[14*]c1ccc(/C=N\NC(C)=O)o1,7,54.60
1474,[14*]c1cc(O)cc(=O)[nH]1,7,53.09
1475,[14*]c1cc(N/N=C/c2ccccc2)nc(C)n1,7,50.17
1476,[14*]c1cc(N)n(S(=O)(=O)c2ccc(F)cc2)n1,7,77.98
1477,[14*]c1cc(C=O)cn1S(=O)(=O)c1ccc(C)cc1,7,56.14
1478,[14*]c1cc(C)[nH]c(=O)n1,7,45.75
1479,[14*]c1[nH]nc2nc(C)nc(N)c12,7,80.48
1480,[14*]c1[nH]nc2c1[C@H](c1ccc(F)c(F)c1)C(C#N)=C(N)O2,7,87.72
1481,[14*]c1[nH]nc2c1[C@@H](c1ccc(F)c(Br)c1)C(C#N)=C(N)O2,7,87.72
1482,[14*]c1[nH]nc2c1C(c1ccccc1Br)C(C#N)=C(N)O2,7,87.72
1483,[14*]c1[nH]c2c(c(C)nn2C)c(=O)c1O,7,70.91
1484,[13*][C@H]1C[C@@H](c2cccc(C)c2)n2nc(N)nc2N1,7,68.76
1485,[13*][C@H]1C[C@@H](c2ccc(F)cc2)n2nc(N)nc2N1,7,68.76
1486,[13*][C@@H]1SC(N2CCNCC2)=NC1=O,7,44.70
1487,[13*][C@@H]1C[C@H](c2ccccc2F)n2ncnc2N1,7,42.74
1488,[13*][C@@H]1C[C@H](c2cccc(F)c2)n2ncnc2N1,7,42.74
1489,[13*][C@@H]1C[C@@H](c2ccccc2F)n2ncnc2N1,7,42.74
1490,[13*][C@@H]1C[C@@H](c2ccc(F)cc2)n2nc(N)nc2N1,7,68.76
1491,[13*][C@@H]1CC(c2ccsc2)=NN1C(=O)CCC(=O)O,7,69.97
1492,[13*]C1SCC(=O)N1NC=O,7,49.41
1493,[13*]C1OC(=O)C=C1N,7,52.32
1494,[13*]C1Nc2cc(Cl)ccc2S(=O)(=O)N1,7,58.20
1495,[13*]C1CC(c2cccc(F)c2)n2ncnc2N1,7,42.74
1496,[13*]C1C=C(C)C(C(=O)O)=C(SC)N1,7,49.33
1497,[13*]C1C/C(=N\NC(N)=S)C(C)CN1,7,62.44
1498,[12*]S(=O)(=O)c1ccc2c(c1)CC(C)O2,7,43.37
1499,[12*]S(=O)(=O)c1ccc(C)c2ncccc12,7,47.03
1500,[12*]S(=O)(=O)c1ccc(C#N)c(Br)c1,7,57.93
1501,[12*]S(=O)(=O)c1cc(C#N)ccc1Cl,7,57.93
1502,[11*]SC1=C(C(N)=O)C=CCN1,7,55.12
1503,[10*]N1CCc2c([nH]c3c([N+](=O)[O-])cccc23)C1=O,7,79.24
1504,[10*]N1CCN(C(N)=NC)CC1=O,7,61.93
1505,[10*]N1C(=O)c2ccc(S(N)(=O)=O)cc2S1(=O)=O,7,114.61
1506,[10*]N1C(=O)N[C@]2(CC(C)(C)OC2(C)C)C1=O,7,58.64
1507,[10*]N1C(=O)NC(=O)C1=CN(C)C,7,52.65
1508,[10*]N1C(=O)N/C(=C\N(C)C)C1=O,7,52.65
1509,[10*]N1C(=O)N(CC(=O)O)c2ccccc2S1(=O)=O,7,94.99
1510,[10*]N1C(=O)C(=O)NC[C@@H]1C,7,49.41
1511,[1*]C(=O)CN1C(=O)CC(c2ccc(Br)s2)=Nc2cc(C)c(C)cc21,7,49.74
1512,[1*]C(=O)CCN=C(N)N1CCC2(CCCCC2)C1,7,58.69
1513,[1*]C(=O)CCC1=C(O)CC(C)(C)CC1=O,7,54.37
1514,[1*]C(=O)C1=C(C)OC(C)=C(C(C)=O)C1,7,43.37
1515,[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1ccccc1Cl,7,59.81
1516,[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1cccc(F)c1,7,59.81
1517,[1*]C(=O)C(C)S(C)(=O)=O,7,51.21
1518,[9*]n1nnc2sc(C)c(C)c2c1=O,6,47.78
1519,[9*]n1nnc2cc(Cl)ccc2c1=O,6,47.78
1520,[9*]n1ncc2c1NC(=O)C[C@H]2c1ccccc1C,6,46.92
1521,[9*]n1ncc2c1NC(=O)C[C@H]2c1ccccc1Br,6,46.92
1522,[9*]n1ncc2c1NC(=O)C[C@H]2c1ccc(O)c(Cl)c1,6,67.15
1523,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccccc1C,6,46.92
1524,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccc(O)c(Cl)c1,6,67.15
1525,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccc(F)cc1Cl,6,46.92
1526,[9*]n1ncc2c1NC(=O)C[C@@H]2c1ccc(F)c(Br)c1,6,46.92
1527,[9*]n1ncc2c1NC(=O)CC2c1ccccc1Br,6,46.92
1528,[9*]n1ncc2c1NC(=O)CC2c1ccc(O)c(Cl)c1,6,67.15
1529,[9*]n1nc(N)c2cnccc21,6,56.73
1530,[9*]n1nc(I)c2c(N)ncnc21,6,69.62
1531,[9*]n1nc(C)c2c1OC(N)=C(C#N)[C@H]2c1ccc(Cl)cc1,6,76.86
1532,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1ccccc1C,6,46.92
1533,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccccc1C,6,46.92
1534,[9*]n1nc(C)c2c1NC(=O)CC2CC,6,46.92
1535,[9*]n1cnc2c(sc3nccc(C)c32)c1=O,6,47.78
1536,[9*]n1cnc(=O)c(C#N)c1,6,58.68
1537,[9*]n1cc(C2=CCN(C)CC2)c2cc([N+](=O)[O-])ccc21,6,51.31
1538,[9*]n1cc(C)c(=O)c2cc(F)cc(C#N)c21,6,45.79
1539,[9*]n1c(Cl)c(C#N)[nH]c1=O,6,61.58
1540,[9*]n1c(C)cc2c(c1=O)C(c1cccc(Cl)c1)C(C#N)=C(N)O2,6,81.04
1541,[9*]n1c(=O)c2[nH]cnc2n(C)c1=O,6,72.68
1542,[9*]n1[nH]c(=O)c2cc(N)ccc21,6,63.81
1543,[8*][C@H](C=O)CC(C)(C)N,6,43.09
1544,[8*][C@@H](O)[C@@H]1OC(=O)c2ccccc21,6,46.53
1545,[8*]C[n+]1cc(/N=C(\C)[O-])on1,6,65.33
1546,[8*]CN=Nc1ccc(C2=NNC(=O)CC2C)cc1,6,66.18
1547,[8*]CN=C(N)N1CCSCC1,6,41.62
1548,[8*]CN=C(N)N1CCOCC1,6,50.85
1549,[8*]CN1C(=O)Cc2cc([SH](=O)=O)ccc21,6,54.45
1550,[8*]CC(C#N)C(=N)N,6,73.66
1551,[8*]C(O)C(=O)N=c1ccccn1O,6,74.82
1552,[8*]C(F)(F)P(=O)(O)O,6,57.53
1553,[8*]C(C)(C=O)S(=O)(=O)c1ccccc1,6,51.21
1554,[7*]=Cc1nc2c(F)cccc2c(=O)o1,6,43.10
1555,[7*]=Cc1ccc([N+](=O)[O-])s1,6,43.14
1556,[7*]=Cc1c(C)c(C#N)c2[nH]c3ccccc3n2c1=O,6,61.06
1557,[7*]=C[C@@]1(O)C(C)=C(CC=O)C(=O)CC1(C)C,6,54.37
1558,[7*]=CC1=C(C#N)CC(C#N)=C(N)O1,6,82.83
1559,[7*]=C1OC(=O)c2c1cccc2[N+](=O)[O-],6,69.44
1560,[7*]=C1OC(=O)C(C)=C1O,6,46.53
1561,[7*]=C1NC(=O)C(C=NC)C1=O,6,58.53
1562,[7*]=C1CCC(C(N)=S)C1=O,6,43.09
1563,[7*]=C1C=Nc2ccc([N+](=O)[O-])cc21,6,55.50
1564,[7*]=C1C(=O)Nc2cc(Cl)cnc21,6,41.99
1565,[7*]=C1C(=O)CCCC1=NCCO,6,49.66
1566,[7*]=C1C(=O)CC(C)(C)CC1=NC(CC)CO,6,49.66
1567,[7*]=C(c1cccc2ccccc12)[N+](=O)[O-],6,43.14
1568,[7*]=C(C)CP(=O)(O)O,6,57.53
1569,[7*]=C(C)C1CC(=O)Nc2c1cnn2C,6,46.92
1570,[7*]=C(C)C1CC(=O)Nc2[nH]nc(C)c21,6,57.78
1571,[6*]C(=O)SC1=NC(=O)CS1,6,46.50
1572,[6*]C(=O)NNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC,6,95.58
1573,[6*]C(=O)NNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2C,6,95.58
1574,[6*]C(=O)NNC(=O)C(F)F,6,58.20
1575,[6*]C(=O)NN=C(C)C1=C(O)CC(C)(C)CC1=O,6,78.76
1576,[6*]C(=O)NN1Cc2ccccc2/C1=N/NC=O,6,73.80
1577,[5*]NS(=O)(=O)N1CCCC2(C1)NC(=O)NC2=O,6,107.61
1578,[5*]NC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1,6,70.56
1579,[5*]NC1=NS(=O)(=O)c2c(F)cc(F)cc2N1,6,70.56
1580,[5*]NC1=NS(=O)(=O)c2c(Cl)cc(Cl)cc2N1,6,70.56
1581,[5*]NC1=C(C(N)=O)CCS1,6,55.12
1582,[5*]NC(N)=NCC(C)(C)C,6,50.41
1583,[5*]NC(=S)N1CCc2cc(O)c(O)cc2C1c1ccccc1,6,55.73
1584,[5*]NC(=S)N/N=C1\CC(=O)CC(C)(C)C1,6,53.49
1585,[5*]NC(=S)N/N=C1/CC(=O)CC(C)(C)C1,6,53.49
1586,[5*]N1c2cc(C)ccc2NS1(=O)=O,6,49.41
1587,[5*]N1[C@@H](CC(C)=O)c2cc(F)ccc2S1(=O)=O,6,54.45
1588,[5*]N1C[C@H](C)C(N)c2ccncc21,6,42.15
1589,[5*]N1CNS(=O)(=O)c2cc(S(N)(=O)=O)c(Cl)cc21,6,109.57
1590,[5*]N1CCc2n[nH]c(N)c2[C@@H]1C,6,57.94
1591,[5*]N1CCc2ccccc2C1c1cccc([N+](=O)[O-])c1,6,46.38
1592,[5*]N1CCN(/N=C/c2ccc(O)c(O)c2)CC1,6,59.30
1593,[5*]N1CC(N)Cc2ncccc21,6,42.15
1594,[5*]N1C(CCC)=NS(=O)(=O)c2ccccc21,6,49.74
1595,[4*]CC1=NNC(=O)/C1=C/N(C)C,6,44.70
1596,[3*]OP(=O)(O)N(C)C,6,49.77
1597,[16*]c1cncc(S(=O)(=O)CC)c1,6,47.03
1598,[16*]c1cnc2c(c1)NCC(N)C2,6,50.94
1599,[16*]c1ccnc2c1CN(C(N)=S)CC2,6,42.15
1600,[16*]c1ccccc1S(=O)(=O)n1ccnc1C,6,51.96
1601,[16*]c1cccc(S(=O)(=O)n2ccc(C)n2)c1,6,51.96
1602,[16*]c1ccc2c3c(cccc13)C(=O)N(NCC)C2=O,6,49.41
1603,[16*]c1ccc2c(c1)S(=O)(=O)N=C(CC(C)C)N2,6,58.53
1604,[16*]c1ccc2c(c1)C(=O)NC1(CCNCC1)N2,6,53.16
1605,[16*]c1ccc([SH](=O)=O)cc1[N+](=O)[O-],6,77.28
1606,[16*]c1ccc(S(=O)(=O)n2ccc(C)n2)cc1,6,51.96
1607,[16*]c1ccc(C2=NNC(=O)CC2)c(O)c1,6,61.69
1608,[16*]c1ccc(C2=NN(C(C)=O)[C@H](C)O2)cc1,6,41.90
1609,[16*]c1ccc(/C=N/Nc2ccc(Cl)nn2)cc1,6,50.17
1610,[16*]c1cc[nH]c(=O)c1C#N,6,56.65
1611,[16*]c1cc2cc(C)cnc2[nH]c1=O,6,45.75
1612,[16*]c1cc2c[nH]nc2cc1O,6,48.91
1613,[16*]c1cc2c(cc1[N+](=O)[O-])CCC(=O)N2,6,72.24
1614,[16*]c1cc2c(=O)cc(C)oc2cc1O,6,50.44
1615,[16*]c1cc([SH](=O)=O)cc2c(=O)c3ccccc3oc12,6,64.35
1616,[16*]c1cc(O)c2c(c1)oc(=O)c1ccccc12,6,50.44
1617,[16*]c1cc(O)c2c(=O)occc2c1,6,50.44
1618,[16*]c1cc(C)c([N+](=O)[O-])cc1C,6,43.14
1619,[16*]c1cc(C)c(Cl)cc1S(=O)(=O)n1ccnc1,6,51.96
1620,[16*]c1cc(C)c(C)c(S(N)(=O)=O)c1,6,60.16
1621,[16*]c1cc(Br)c2c(c1)C1CC(C)(NC(=O)N1)O2,6,50.36
1622,[16*]c1cc(/C=N\N2CCNCC2)cc(Br)c1O,6,47.86
1623,[16*]c1cc(/C(C)=N\N2CCNCC2)ccc1O,6,47.86
1624,[16*]c1c[nH]c2cncc(O)c12,6,48.91
1625,[16*]c1c2c3c(ccc(C)c3[nH]c1=O)C(=O)c1ccccc1-2,6,49.93
1626,[16*]c1c(O)cc(=O)n2c1CCC2,6,42.23
1627,[16*]c1c(N)n2c3c(cccc3c1=O)CCC2,6,48.02
1628,[16*]c1c(C)nn(S(=O)(=O)c2ccc(Cl)cc2)c1C,6,51.96
1629,[16*]c1c(C)nc2[nH]nc(C)n2c1=O,6,63.05
1630,[16*]c1c(C)cnc2[nH]c(=O)[nH]c(=O)c12,6,78.61
1631,[15*][C@H]1CC(=O)C2=C(C1)Nc1ncnn1[C@H]2c1cc(F)cc(F)c1,6,59.81
1632,[15*][C@H]1C(=O)Nc2c(c(C)nn2C)[C@@H]1c1cccc(F)c1,6,46.92
1633,[15*][C@H]1C(=O)Nc2[nH]nc(C)c2[C@H]1c1cccc(F)c1,6,57.78
1634,[15*][C@H]1C(=O)Nc2[nH]nc(C)c2[C@@H]1c1ccccc1,6,57.78
1635,[15*][C@@H]1Cc2[nH]c3ccc(N)cc3c2C1,6,41.81
1636,[15*][C@@H]1C[C@@H]2CN(S(=O)(=O)N(C)C)C[C@H]1O2,6,49.85
1637,[15*][C@@H]1CNCC/C1=N/O,6,44.62
1638,[15*][C@@H]1CCC(=O)NC1=O,6,46.17
1639,[15*][C@@H]1CC(=O)C2=C(C1)Nc1ncnn1[C@@H]2c1cc(F)cc(F)c1,6,59.81
1640,[15*][C@@H]1C(=O)Nc2c(c(C)nn2C)[C@@H]1c1cccc(C)c1,6,46.92
1641,[15*]C1Cc2nnccc2C(O)C1,6,46.01
1642,[15*]C1CN(C)C(=O)NC1=O,6,49.41
1643,[15*]C1CCN2C(=O)C3CC(O)CN3C(=O)C12,6,60.85
1644,[15*]C1C2NC(=O)NC1(C)Oc1ccc(Cl)cc12,6,50.36
1645,[15*]C1C(C(N)=S)=C(N)OC2=C1C(=O)CC(C)(C)C2,6,78.34
1646,[15*]C1C(=O)c2ccc(O)cc2C1=O,6,54.37
1647,[15*]C1C(=O)NC(=O)NC1=O,6,75.27
1648,[15*]C1C(=O)N=C(C(N)(CC)CC)NC1=O,6,84.55
1649,[14*]c1onc(C)c1[N+](=O)[O-],6,69.17
1650,[14*]c1nncn1/N=C\c1ccccc1Cl,6,43.07
1651,[14*]c1nncn1/N=C\c1c(Cl)cccc1Cl,6,43.07
1652,[14*]c1nncn1/N=C/c1ccccc1C,6,43.07
1653,[14*]c1nncn1/N=C/c1ccccc1Br,6,43.07
1654,[14*]c1nncn1/N=C/c1cccc(Cl)c1,6,43.07
1655,[14*]c1nnc2n1N=C(c1ccc(Cl)cc1)[C@H](C)S2,6,43.07
1656,[14*]c1nnc2n1N=C(c1ccc(C)cc1)[C@H](C)S2,6,43.07
1657,[14*]c1nnc2c(C)ccnn12,6,43.08
1658,[14*]c1nnc(C2=Cc3cc(Br)ccc3OC2)o1,6,48.15
1659,[14*]c1ncnc2c(Br)c[nH]c12,6,41.57
1660,[14*]c1ncnc2[nH]nnc12,6,67.35
1661,[14*]c1ncccc1S(=O)(=O)CC,6,47.03
1662,[14*]c1nc2nc(Cl)nc(Cl)c2[nH]1,6,54.46
1663,[14*]c1nc2n(n1)C(c1ccccc1Cl)C1=C(CCCC1=O)N2,6,59.81
1664,[14*]c1nc2n(n1)C(C(F)F)CC(C)N2,6,42.74
1665,[14*]c1nc2c(cc1C#N)COCC2,6,45.91
1666,[14*]c1nc(N=[N+]=[N-])c2c(c1C#N)CCCC2,6,85.44
1667,[14*]c1nc(N)c2ccc(=O)[nH]c2n1,6,84.66
1668,[14*]c1nc(F)nc2nc[nH]c12,6,54.46
1669,[14*]c1nc(C)cn1S(=O)(=O)c1ccc(Br)cc1,6,51.96
1670,[14*]c1nc(C)c2cn[nH]c2n1,6,54.46
1671,[14*]c1nc(C(=N)N=C(N)C(F)(F)F)cn2ccnc12,6,92.42
1672,[14*]c1nc(C#N)nc2cc[nH]c12,6,65.36
1673,[14*]c1n[nH]c2nc(C)nc(N)c12,6,80.48
1674,[14*]c1csc(N/N=C\c2ccc(O)cc2)n1,6,57.51
1675,[14*]c1cc2c(C#CC(N)=O)csc2cn1,6,55.98
1676,[14*]c1cc2c(=O)ocnc2s1,6,43.10
1677,[14*]c1cc(=O)c2ccc(O)cc2o1,6,50.44
1678,[14*]c1[nH]nc2c1[C@H](c1ccccc1C)C(C#N)=C(N)O2,6,87.72
1679,[14*]c1[nH]nc2c1[C@@H](c1ccccc1C)C(C#N)=C(N)O2,6,87.72
