FID,SMILES,frequency,TPSA
1680,[14*]c1[nH]c2cncc(O)c2c1Br,6,48.91
1681,[13*][C@H]1OC(=O)C(O)=C1Br,6,46.53
1682,[13*][C@H]1Nc2ccc(S(N)(=O)=O)cc2S(=O)(=O)N1,6,118.36
1683,[13*][C@H]1NC(=O)c2cc(Cl)ccc2N(C)C1=O,6,49.41
1684,[13*][C@H]1NC(=O)c2c(C)cccc2NC1=O,6,58.20
1685,[13*][C@H]1C[C@H](c2cccc(F)c2)n2ncnc2N1,6,42.74
1686,[13*][C@H]1C[C@@H](c2cccc(F)c2)n2ncnc2N1,6,42.74
1687,[13*][C@@H]1OC(=O)C(O)=C1O,6,66.76
1688,[13*][C@@H]1C[C@]2(CN1)NC(=O)NC2=O,6,70.23
1689,[13*][C@@H]1C[C@H](c2cccc(Cl)c2)n2nc(N)nc2N1,6,68.76
1690,[13*][C@@H]1C[C@@H](c2cccc(F)c2)n2ncnc2N1,6,42.74
1691,[13*][C@@H]1C[C@@H](c2cccc(C)c2)n2ncnc2N1,6,42.74
1692,[13*]C1SC(=C(C#N)C(C)=O)NC1=O,6,69.96
1693,[13*]C1S/C(=C(/C#N)C(C)=O)NC1=O,6,69.96
1694,[13*]C1Oc2ccc(N)cc2CNC1=O,6,64.35
1695,[13*]C1OC(c2ccccc2I)=NN1C(C)=O,6,41.90
1696,[13*]C1OC(c2ccccc2Br)=NN1C(C)=O,6,41.90
1697,[13*]C1NC(=O)NC(=O)C1Br,6,58.20
1698,[13*]C1CN(C)S(=O)(=O)N1,6,49.41
1699,[13*]C12CCCN1C(=O)CNC2=O,6,49.41
1700,[13*]C1(S(C)(=O)=O)OC(C(=O)O)=CC1=O,6,97.74
1701,[13*]C1(C)C=C(C(=O)O)C=CN1,6,49.33
1702,[12*]S(=O)(=O)c1nc(C)c(Br)s1,6,47.03
1703,[12*]S(=O)(=O)c1cnc2oncc2c1,6,73.06
1704,[12*]S(=O)(=O)c1cccc2c(=O)c3ccccc3oc12,6,64.35
1705,[12*]S(=O)(=O)c1ccc2c(c1)CNCC2,6,46.17
1706,[12*]S(=O)(=O)c1ccc2c(c1)C(=O)NCC2,6,63.24
1707,[12*]S(=O)(=O)c1ccc2[nH]ncc2c1,6,62.82
1708,[12*]S(=O)(=O)c1cc2nc(Cl)ccc2s1,6,47.03
1709,[12*]S(=O)(=O)c1cc([N+](=O)[O-])ccc1C,6,77.28
1710,[11*]SC(N)=O,6,43.09
1711,[10*]N1NC(O)CC1=O,6,52.57
1712,[10*]N1CC2=C(COC2=O)NC1=O,6,58.64
1713,[10*]N1C(=O)N(C)[C@H]2[C@H]1N(C)C(=O)N2C,6,47.10
1714,[1*]C(=O)n1[nH]c(=O)c2ccc(Cl)cc21,6,54.86
1715,[1*]C(=O)[C@H]1CC(=O)Nc2cc(F)ccc21,6,46.17
1716,[1*]C(=O)[C@@H]1CC(=O)Nc2ccc(F)cc21,6,46.17
1717,[1*]C(=O)[C@@H]1CC(=O)Nc2cc(F)ccc21,6,46.17
1718,[1*]C(=O)[C@@H](N)[C@@H](C)O,6,63.32
1719,[1*]C(=O)C[C@@H]1CSc2nc3c(c(=O)n21)CCC3,6,51.96
1720,[1*]C(=O)CN1C(=O)[C@H](C)Oc2ccccc21,6,46.61
1721,[1*]C(=O)CCN(NC=O)C1=NS(=O)(=O)c2ccccc21,6,95.91
1722,[1*]C(=O)CCC(=O)N/N=C1/CCCC(C)C1,6,58.53
1723,[1*]C(=O)CC1=C(C)[C@@](C)(O)C(C)(C)CC1=O,6,54.37
1724,[1*]C(=O)C1CC(C)Cc2n[nH]c(=O)n21,6,67.75
1725,[1*]C(=O)C1=C(C)Nc2ncnn2[C@H]1c1cccc(Br)c1,6,59.81
1726,[1*]C(=O)C1=C(C)Nc2ncnn2[C@@H]1c1cccc(Br)c1,6,59.81
1727,[9*]n1ncc2c1NC(=O)CC2c1cc(F)ccc1F,5,46.92
1728,[9*]n1ncc2c1NC(=O)CC2C(F)(F)F,5,46.92
1729,[9*]n1ncc([SH](=O)=O)c1C,5,51.96
1730,[9*]n1nc(C)c2c1OC(N)=C(C#N)[C@@H]2c1ccc(C)cc1,5,76.86
1731,[9*]n1nc(C)c2c1OC(N)=C(C#N)C2c1ccccc1Cl,5,76.86
1732,[9*]n1nc(C)c2c1OC(N)=C(C#N)C2c1cccc(Cl)c1,5,76.86
1733,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1ccc(F)c(F)c1F,5,46.92
1734,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1cc(F)cc(F)c1,5,46.92
1735,[9*]n1nc(C)c2c1NC(=O)C[C@H]2c1cc(Cl)ccc1F,5,46.92
1736,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1ccc(F)c(F)c1F,5,46.92
1737,[9*]n1nc(C)c2c1NC(=O)C[C@@H]2c1cc(Cl)ccc1F,5,46.92
1738,[9*]n1nc(C)c2c1NC(=O)CC2c1cc(Br)ccc1F,5,46.92
1739,[9*]n1nc(C)c2c1NC(=O)CC2c1c(Cl)cccc1Cl,5,46.92
1740,[9*]n1nc(C)c2c(N)ncnc21,5,69.62
1741,[9*]n1cnc2oc(Br)cc2c1=O,5,48.03
1742,[9*]n1cc2c(=O)n(C)c(=O)[nH]c2n1,5,72.68
1743,[9*]n1cc(C#N)c2ncnc(C)c21,5,54.50
1744,[9*]n1c(O)c(C)c2ccccc2c1=O,5,42.23
1745,[9*]n1c(=O)c([N+](=O)[O-])c(Cl)c2cccnc21,5,78.03
1746,[9*]n1c(=O)[nH]n(C(=O)CCCCC)c1=O,5,76.86
1747,[9*]n1c(=O)[nH]c2sc(C=O)c(C)c2c1=O,5,71.93
1748,[9*]n1c(=O)[nH]c2ncnc(Cl)c21,5,63.57
1749,[9*]n1[nH]c2c(cnc3ccc(Br)cc32)c1=O,5,50.68
1750,[9*]n1[nH]c(=O)c(Cl)c(Cl)c1=O,5,54.86
1751,[8*][C@H](O)C1=CC(C)(O)C=C(CO)C1=O,5,77.76
1752,[8*]C[n+]1cc(/N=C(/C)[O-])on1,5,65.33
1753,[8*]C[C@H](O)C#C[C@@H]1[C@@H](O)CC[C@H]2C(=O)C[C@H]21,5,57.53
1754,[8*]C[C@H](C#N)CCC#N,5,47.58
1755,[8*]C[C@@H](C#N)CCC#N,5,47.58
1756,[8*]CNn1cnc2ncccc2c1=O,5,59.81
1757,[8*]CN=Cc1ccc([N+](=O)[O-])cc1,5,55.50
1758,[8*]CN1C(=O)[C@H]2CCCN2c2ccc([SH](=O)=O)cc21,5,57.69
1759,[8*]CCC(N)=Nc1nccc2ncccc12,5,64.16
1760,[8*]CC(C=O)CN,5,43.09
1761,[8*]CC(C)[n+]1cc(N=C(N)[O-])on1,5,91.35
1762,[8*]CC(=O)NN=C1CC(=O)CC(C)(C)C1,5,58.53
1763,[8*]CC(=O)N1CCC(c2ccc3c(c2)OCO3)=N1,5,51.13
1764,[8*]C(CC=O)C1=C(O)CC(C)(C)CC1=O,5,54.37
1765,[8*]C(C)CC(N)=O,5,43.09
1766,[7*]=Cc1nc2ccc(Cl)cc2c(=O)o1,5,43.10
1767,[7*]=Cc1nc(C)[nH]c1O,5,48.91
1768,[7*]=Cc1cnc2[nH]c(=O)cc(N)c2c1,5,71.77
1769,[7*]=CC1=NS(=O)(=O)c2ccccc2N1,5,58.53
1770,[7*]=CC(=O)N1C(=O)CN(C)C(=O)c2ccccc21,5,57.69
1771,[7*]=C1SCC(=O)NC1=O,5,46.17
1772,[7*]=C1NC(=O)c2cc(Br)ccc2NC1=O,5,58.20
1773,[7*]=C1CNC(=O)C1=O,5,46.17
1774,[7*]=C(c1ccc(O)c(C)c1)c1ccccc1S(=O)(=O)O,5,74.60
1775,[7*]=C(C(=O)O)C(=O)O,5,74.60
1776,[6*]C(=O)NN=Cc1cc2c3c(c1O)CCCN3CCC2,5,64.93
1777,[6*]C(=O)NN(C)c1nccc2ncccc12,5,58.12
1778,[6*]C(=O)NN(C)C(N)=S,5,58.36
1779,[6*]C(=O)N1C(=O)C(=NO)c2ccccc21,5,69.97
1780,[6*]C(=O)CN1C(=O)C2(OCCO2)c2cc(Br)ccc21,5,55.84
1781,[6*]C(=O)C1C(=O)N(C=O)c2ccc(Cl)nc21,5,67.34
1782,[5*]NC1=C(O)CCCC1=O,5,49.33
1783,[5*]NC(=S)NNc1c2ccccc2nc2ccccc12,5,48.98
1784,[5*]NC(=NC)NC1CC(C)(C)Oc2ccccc21,5,45.65
1785,[5*]NC(=NC)N1CCS(=O)(=O)C(C)(C)C1,5,61.77
1786,[5*]N1C[C@@H](C=C)NS1(=O)=O,5,49.41
1787,[5*]N1CCN(/N=C\c2ccc(O)c(O)c2)CC1,5,59.30
1788,[5*]N1CCC(F)(S(=O)(=O)c2ccc(C#N)cc2)CC1,5,61.17
1789,[5*]N1CCC(F)(S(=O)(=O)c2c(O)cccc2Cl)CC1,5,57.61
1790,[5*]N1CCC(C2C(Cl)(Cl)C2(C#N)C#N)CC1,5,50.82
1791,[5*]N1CCC(=NNC(=O)CO)CC1,5,64.93
1792,[5*]N1CC=C(c2c[nH]c3cc(C#N)ccc23)CC1,5,42.82
1793,[5*]N1CC(O)=CC=C1C(C)O,5,43.70
1794,[5*]N1C([C@H](C)CC)=NS(=O)(=O)c2ccccc21,5,49.74
1795,[5*]N/C([O-])=N/c1c[n+](CC)no1,5,77.36
1796,[5*]N/C(N)=N\c1nc2c(c(=O)[nH]1)CCCC2,5,96.16
1797,[4*]CC(=O)NO,5,49.33
1798,[4*]CC(=O)NNC1=CC(=O)CCC1,5,58.20
1799,[4*]C(CC)C(N)=O,5,43.09
1800,[3*]O[Cl+3]([O-])([O-])[O-],5,78.41
1801,[3*]ON=C1C(=O)N(C=O)c2ccccc21,5,58.97
1802,[16*]c1coc2c(I)cnc(N)c12,5,52.05
1803,[16*]c1cnn(S(=O)(=O)c2ccc(C)cc2)c1N,5,77.98
1804,[16*]c1cncc2cn[nH]c12,5,41.57
1805,[16*]c1cnc2c(N)coc2c1,5,52.05
1806,[16*]c1ccncc1[SH](=O)=O,5,47.03
1807,[16*]c1ccnc2c1NC(=O)C2(C)C,5,41.99
1808,[16*]c1ccccc1[C@H]1NCCc2cc(O)c(O)cc21,5,52.49
1809,[16*]c1ccccc1S(=O)(=O)n1ccc(C)n1,5,51.96
1810,[16*]c1ccccc1C(=N)N,5,49.87
1811,[16*]c1cccc2c1NS(=O)(=O)N2,5,58.20
1812,[16*]c1cccc(S(N)(=O)=O)c1C,5,60.16
1813,[16*]c1cccc(/C=N\n2c(C)nnc2C)c1,5,43.07
1814,[16*]c1ccc2c3c(cccc13)C(=O)N(OSC(F)(F)F)C2=O,5,46.61
1815,[16*]c1ccc2c(ncc3c(=O)[nH][nH]c32)c1F,5,61.54
1816,[16*]c1ccc2c(c1)[C@@H](C=O)CC(=O)N2,5,46.17
1817,[16*]c1ccc2c(c1)S(=O)(=O)N=C([C@H](C)CC)N2,5,58.53
1818,[16*]c1ccc2c(c1)Nc1ccc(N)cc1NC2=O,5,67.15
1819,[16*]c1ccc2c(c1)/C(=C\N)C(=O)N2,5,55.12
1820,[16*]c1ccc2c(=O)[nH]n(C=O)c2c1,5,54.86
1821,[16*]c1ccc([C@H]2NC(=O)Nc3c2c(=O)[nH]c(=O)n3C)cc1,5,95.99
1822,[16*]c1ccc([C@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,5,87.72
1823,[16*]c1ccc([C@@H]2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,5,87.72
1824,[16*]c1ccc(S(N)(=O)=O)cc1C#N,5,83.95
1825,[16*]c1ccc(S(=O)(=O)n2ccc(C=O)c2)cc1,5,56.14
1826,[16*]c1ccc(S(=O)(=O)C(C)(C)C)nc1,5,47.03
1827,[16*]c1ccc(O)c(C2=NC(C)(C)CO2)c1,5,41.82
1828,[16*]c1ccc(N)c(N)c1,5,52.04
1829,[16*]c1ccc(Cl)cc1S(=O)(=O)n1ccnc1,5,51.96
1830,[16*]c1ccc(Cl)cc1C=Nn1cnnc1,5,43.07
1831,[16*]c1cc[n+]([O-])c2ccc(O)cc12,5,47.17
1832,[16*]c1cc2n(c1)CCC2(C)C(=O)O,5,42.23
1833,[16*]c1cc2n(c(=O)c1)[C@H](C(=O)O)CC2,5,59.30
1834,[16*]c1cc2cnc(S(C)(=O)=O)nc2[nH]c1=O,5,92.78
1835,[16*]c1cc2c(=O)cc[nH]c2nc1Cl,5,45.75
1836,[16*]c1cc([N+](=O)[O-])ccc1S(N)(=O)=O,5,103.30
1837,[16*]c1cc(F)cc(S(N)(=O)=O)c1,5,60.16
1838,[16*]c1cc(F)c2c(N)n[nH]c2c1,5,54.70
1839,[16*]c1cc(Cl)c2c3c(ccc(Cl)c13)C(=O)N(O)C2=O,5,57.61
1840,[16*]c1cc(C=O)n(S(=O)(=O)c2ccc(C)cc2)c1,5,56.14
1841,[16*]c1cc(C)nc2[nH]c(=O)[nH]c12,5,61.54
1842,[16*]c1cc(C)c2c(=O)ocnc2c1,5,43.10
1843,[16*]c1cc(C#N)c(=O)[nH]c1C,5,56.65
1844,[16*]c1cc(=O)[nH]c2c1C(=O)CC(C)(C)C2,5,49.93
1845,[16*]c1c[nH]nc1N,5,54.70
1846,[16*]c1c[nH]c2cccc([N+](=O)[O-])c12,5,58.93
1847,[16*]c1c2ccccc2nc2c(C)ccc([N+](=O)[O-])c12,5,56.03
1848,[16*]c1c(O)ccc2c(=O)c3ccccc3oc12,5,50.44
1849,[16*]c1c(F)cc([N+](=O)[O-])cc1F,5,43.14
1850,[16*]c1c(F)c(Cl)nc2[nH]ccc(=O)c12,5,45.75
1851,[16*]c1c(Cl)cc([C@H]2C(C#N)=C(N)Oc3n[nH]c(C)c32)cc1Cl,5,87.72
1852,[16*]c1c(C)nn(S(=O)(=O)c2ccc(F)cc2)c1C,5,51.96
1853,[16*]c1c(C)cc(C)cc1[N+](=O)[O-],5,43.14
1854,[16*]c1c(C)[nH]c2c(=O)[nH]cc(C#CC(C)(C)O)c12,5,68.88
1855,[15*][C@]12CC[C@H](O)[C@@H](C#C[C@H](C)O)[C@@H]1CC2=O,5,57.53
1856,[15*][C@H]1[C@H](C)Nc2ncnn2[C@@H]1c1ccccc1,5,42.74
1857,[15*][C@H]1Cc2[nH]c3ccc(N)cc3c2C1,5,41.81
1858,[15*][C@H]1CNC[C@H]1[SH](=O)=O,5,46.17
1859,[15*][C@H]1CN(S(=O)(=O)N2CCCCC2)C[C@H]1N,5,66.64
1860,[15*][C@H]1CCN(S(=O)(=O)N2CCN(C)CC2)C1,5,43.86
1861,[15*][C@H]1CCCC/C1=N/NC(N)=S,5,50.41
1862,[15*][C@H]1C(C#N)=C(N)OC2=C1C(=O)C(C)(C)CC2,5,76.11
1863,[15*][C@H]1C(=O)C=C(N)C[C@H]1C,5,43.09
1864,[15*][C@@]12CC[C@H](O)[C@@H](C#CCO)[C@@H]1CC2=O,5,57.53
1865,[15*][C@@H]1[C@H](C)Nc2ncnn2[C@H]1c1ccccc1,5,42.74
1866,[15*][C@@H]1[C@H](C)Nc2ncnn2[C@@H]1c1ccccc1,5,42.74
1867,[15*][C@@H]1CCN(S(=O)(=O)N2CCN(C)CC2)C1,5,43.86
1868,[15*][C@@H]1CCCN(S(=O)(=O)N2CCN(C)CC2)C1,5,43.86
1869,[15*][C@@H]1C=C(C=O)OC(N)=C1C#N,5,76.11
1870,[15*][C@@H]1C(C#N)=C(N)OC2=C1C(=O)C(C)(C)CC2,5,76.11
1871,[15*][C@@H]1C(C#N)(C#N)C12CCCCC2,5,47.58
1872,[15*]C1CN(C(N)=NC)CCC1C,5,41.62
1873,[15*]C1CCN(S(=O)(=O)N2CC[C@H](N)C2)CC1,5,66.64
1874,[15*]C1CCN(S(=O)(=O)N2CC[C@@H](N)C2)CC1,5,66.64
1875,[15*]C1CCN(S(=O)(=O)N2CC(C)OC(C)(C)C2)CC1,5,49.85
1876,[15*]C1CCCN(S(=O)(=O)N2CC(C)OC(C)(C)C2)C1,5,49.85
1877,[15*]C1CCCN(S(=O)(=O)N2CC(C)N(C)C(C)C2)C1,5,43.86
1878,[15*]C1CCC2(CC1)Nc1ccccc1C(=O)N2NC=O,5,61.44
1879,[15*]C1CC1[N+](=O)[O-],5,43.14
1880,[15*]C1CC(c2ccc(N)cc2)=NNC1=O,5,67.48
1881,[15*]C1CC(=O)C2=C(C1)OC(N)=CC2,5,52.32
1882,[15*]C1C=C(N)OC2=C1C(=O)CCC2,5,52.32
1883,[15*]C1C(C=O)=C(N)OC(C)=C1C(C)=O,5,69.39
1884,[15*]C1(N)C(=O)c2ccccc2C1=O,5,60.16
1885,[14*]c1noc(C)c1C#N,5,49.82
1886,[14*]c1nnc2cncc(C)n12,5,43.08
1887,[14*]c1nnc2c3c(C)c(C)sc3ncn12,5,43.08
1888,[14*]c1nnc2c(C)nc3ccc(C)cc3n12,5,43.08
1889,[14*]c1nn(C)c2nc(Cl)ncc12,5,43.60
1890,[14*]c1ncnc2[nH]c(C)nc12,5,54.46
1891,[14*]c1nccnc1C#N,5,49.57
1892,[14*]c1nccn1S(=O)(=O)c1cccc(Cl)c1,5,51.96
1893,[14*]c1nccc2c(S(C)=O)c(C)[nH]c12,5,45.75
1894,[14*]c1ncc2c(n1)CN[C@H]2C=O,5,54.88
1895,[14*]c1ncc2c(=O)[nH]c(=O)[nH]c2n1,5,91.50
1896,[14*]c1ncc2[nH]c(C)nc2n1,5,54.46
1897,[14*]c1nc2ncc(F)cc2c(=O)[nH]1,5,58.64
1898,[14*]c1nc2n[nH]c(C)c2c(=O)[nH]1,5,74.43
1899,[14*]c1nc2n(n1)[C@H](c1ccccc1)C(C(N)=O)=C(C)N2,5,85.83
1900,[14*]c1nc2n(n1)[C@@H](c1ccccc1)C(C(N)=O)=C(C)N2,5,85.83
1901,[14*]c1nc2n(n1)[C@@H](c1ccc(F)cc1)C(C(N)=O)=C(C)N2,5,85.83
1902,[14*]c1nc2n(n1)C(c1ccccc1)CCN2,5,42.74
1903,[14*]c1nc2n(n1)C(c1cccc(F)c1)C1=C(CCCC1=O)N2,5,59.81
1904,[14*]c1nc2cc([N+](=O)[O-])ccc2c(=O)o1,5,86.24
1905,[14*]c1nc2c3ccccc3nc(C)n2n1,5,43.08
1906,[14*]c1nc2c(N)ncnc2n1C,5,69.62
1907,[14*]c1nc2c(Cl)nc(Cl)nc2[nH]1,5,54.46
1908,[14*]c1nc2c(C)cc(C)nc2[nH]1,5,41.57
1909,[14*]c1nc2[nH]c(=O)[nH]c2cc1F,5,61.54
1910,[14*]c1nc(O)cc(=O)[nH]1,5,65.98
1911,[14*]c1nc(N)n[nH]1,5,67.59
1912,[14*]c1nc(C)cn1S(=O)(=O)c1ccc(C)c(C)c1,5,51.96
1913,[14*]c1nc(C)cn1S(=O)(=O)c1cc(Cl)ccc1Cl,5,51.96
1914,[14*]c1nc(C)cc2nc[nH]c12,5,41.57
1915,[14*]c1nc(C#CCO)c2cccnc2c1O,5,66.24
1916,[14*]c1n[nH]c2ccc(O)cc12,5,48.91
1917,[14*]c1n[nH]c2cc(Cl)c(F)cc2c1=O,5,45.75
1918,[14*]c1n[nH]c2c(=O)[nH]c(=O)[nH]c12,5,94.40
1919,[14*]c1n[nH]c(C)c1[N+](=O)[O-],5,71.82
1920,[14*]c1n[nH]c(=O)nc1N/N=C/c1ccccc1,5,83.03
1921,[14*]c1csc(N=C(N)N)n1,5,77.29
1922,[14*]c1ccn2nc3nccc(C)c3c2n1,5,43.08
1923,[14*]c1ccc2c(n1)CC(=O)N2,5,41.99
1924,[14*]c1ccc2c(n1)C(N)CCN2,5,50.94
1925,[14*]c1ccc2c(n1)C(N)C(C)CN2,5,50.94
1926,[14*]c1ccc(C#N)nn1,5,49.57
1927,[14*]c1cc2nc(Cl)ncc2[nH]1,5,41.57
1928,[14*]c1cc2nc(C)nc(Cl)c2[nH]1,5,41.57
1929,[14*]c1cc2c(cn1)[C@@H](CCO)N(S(=O)C(C)(C)C)C2,5,53.43
1930,[14*]c1cc(Cl)c2n1CCC2C(=O)O,5,42.23
1931,[14*]c1cc(C)c(S(=O)(=O)c2ccccc2)c(=O)[nH]1,5,67.00
1932,[14*]c1c(Cl)c(Cl)c2n1CCC2C(=O)O,5,42.23
1933,[14*]c1c(C)cc2n1CCC2(CC)C(=O)O,5,42.23
1934,[14*]c1c(/N=C(/C)[O-])on[n+]1C,5,65.33
1935,[14*]c1[nH]nc2c1C(c1ccc(Br)cc1F)C(C#N)=C(N)O2,5,87.72
1936,[14*]c1[nH]c2ccccc2[n+]1NC(C)=O,5,48.77
1937,[13*][C@]1(C)OC(c2cccc(Br)c2)=NN1C(C)=O,5,41.90
1938,[13*][C@]1(C)OC(=O)C(O)=C1O,5,66.76
1939,[13*][C@H]1Nc2ccncc2C(N)[C@H]1C,5,50.94
1940,[13*][C@H]1NC(=O)N(C)C(C)=C1C=O,5,49.41
1941,[13*][C@H]1C[C@H](c2cccc(Cl)c2)n2nc(N)nc2N1,5,68.76
1942,[13*][C@H]1C[C@H](c2cccc(Br)c2)n2nc(N)nc2N1,5,68.76
1943,[13*][C@H]1C[C@H](c2c(F)cccc2Cl)n2nc(N)nc2N1,5,68.76
1944,[13*][C@H]1C[C@@H](c2ccc(Br)cc2)n2ncnc2N1,5,42.74
1945,[13*][C@H]1CCn2c(nc(Cl)cc2=O)N1,5,46.92
1946,[13*][C@H]1CC(c2ccc3c(c2)OCO3)=NN1S(C)(=O)=O,5,68.20
1947,[13*][C@@]1(C)OC(c2cccc(Br)c2)=NN1C(C)=O,5,41.90
1948,[13*][C@@H]1OC(c2ccc([N+](=O)[O-])cc2)=NN1C(C)=O,5,85.04
1949,[13*][C@@H]1OC(=O)NC1=O,5,55.40
1950,[13*][C@@H]1NS(=O)(=O)N[C@@H]1C=C,5,58.20
1951,[13*][C@@H]1NCC/C(=N/O)[C@H]1C,5,44.62
1952,[13*][C@@H]1C[C@H](c2c(F)cccc2Cl)n2nc(N)nc2N1,5,68.76
1953,[13*][C@@H]1C[C@@H](c2cccc(Cl)c2)n2nc(N)nc2N1,5,68.76
1954,[13*][C@@H]1C[C@@H](c2c(F)cccc2Cl)n2nc(N)nc2N1,5,68.76
1955,[13*][C@@H]1C[C@@H](S(=O)(=O)c2ccc(Br)cc2)CN1,5,46.17
1956,[13*][C@@H]1CN=C(N)O1,5,47.61
1957,[13*][C@@H]1CC(c2ccc3c(c2)OCO3)=NN1S(C)(=O)=O,5,68.20
1958,[13*]C1OC[C@@H](O)[C@H]1O,5,49.69
1959,[13*]C1Nc2cc(Cl)c(N)cc2S(=O)(=O)N1,5,84.22
1960,[13*]C1Nc2c(Br)cc(Br)cc2S(=O)(=O)N1,5,58.20
1961,[13*]C1NS(=O)(=O)NC1C,5,58.20
1962,[13*]C1NC=CC=C1C(=O)O,5,49.33
1963,[13*]C1NC(=O)NC2=C1C(=O)C(C)(C)CC2,5,58.20
1964,[13*]C1NC(=O)N(C)C2=C1C(=O)N(C)C2,5,52.65
1965,[13*]C1COC(NS(=O)(=O)O)=N1,5,87.99
1966,[13*]C1CC[C@H](C)NS1(=O)=O,5,46.17
1967,[13*]C1CCCCN1S(=O)(=O)N1CCOCC1C,5,49.85
1968,[13*]C1CCC2C(=O)NCC(=O)N12,5,49.41
1969,[13*]C1CC(C(N)=O)=C(N)S1,5,69.11
1970,[13*]C1(C)OC(c2cccc(Br)c2)=NN1C(C)=O,5,41.90
1971,[13*]C1(C)NC(=O)c2cc([SH](=O)=O)cc(Cl)c2NC1=O,5,92.34
1972,[12*]S(=O)(=O)c1cccc2cncc(Cl)c12,5,47.03
1973,[12*]S(=O)(=O)c1ccc2c(c1)NC(=O)[C@H]1CCCN21,5,66.48
1974,[12*]S(=O)(=O)c1ccc2c(c1)NC(=O)[C@@H]1CCCN21,5,66.48
1975,[12*]S(=O)(=O)c1ccc2c(c1)N(C)C(=O)[C@H]1CCCN21,5,57.69
1976,[12*]S(=O)(=O)c1ccc2c(c1)N(C)C(=O)[C@@H]1CCCN21,5,57.69
1977,[12*]S(=O)(=O)c1ccc2[nH]c(=O)[nH]c(=O)c2c1,5,99.86
1978,[12*]S(=O)(=O)c1ccc(C)nc1,5,47.03
1979,[10*]N1CCSCC(N)C1=O,5,46.33
1980,[10*]N1CC(=O)Nc2ccc(Br)cc2C1=O,5,49.41
1981,[10*]N1C(=O)c2oc3ccccc3c(=O)c2[C@@H]1c1ccccn1,5,63.41
1982,[10*]N1C(=O)c2oc3ccc(F)cc3c(=O)c2[C@H]1c1ccccn1,5,63.41
1983,[10*]N1C(=O)c2cccc3c(N)c(Br)cc(c23)C1=O,5,63.40
1984,[10*]N1C(=O)c2cccc3c(C#CCO)ccc(c23)C1=O,5,57.61
1985,[10*]N1C(=O)c2ccc(Cl)cc2S1(=O)=O,5,54.45
1986,[10*]N1C(=O)Nc2cc(C)ccc2S1(=O)=O,5,66.48
1987,[10*]N1C(=O)NC2CC1(C)Oc1c(Br)cc(C)cc12,5,41.57
1988,[10*]N1C(=O)NC2CC1(C)Oc1c(Br)cc(Br)cc12,5,41.57
1989,[10*]N1C(=O)NC(=O)C12CCCc1ccccc12,5,49.41
1990,[10*]N1C(=O)CS/C1=C(/C#N)C(=O)O,5,81.40
1991,[1*]C(=O)C[C@H](N)[C@H]1CCc2cc(F)c(F)cc21,5,43.09
1992,[1*]C(=O)CN1C(=O)COc2ccc(C)cc21,5,46.61
1993,[1*]C(=O)CCN(N)C1=NS(=O)(=O)c2ccccc21,5,92.83
1994,[1*]C(=O)CCC(=O)N/N=C1/CC(=O)CC(C)(C)C1,5,75.60
1995,[1*]C(=O)CC1=CCC2=C(CCCC2=O)O1,5,43.37
1996,[1*]C(=O)C1=NN(CC)c2ccccc2S1(=O)=O,5,66.81
1997,[1*]C(=O)C1=C[C@@H]2C=CC=C[C@H]2OC1=O,5,43.37
1998,[1*]C(=O)C1=CNC(=C)C(C=O)=C1,5,46.17
1999,[1*]C(=O)C(N)CCC,5,43.09
